player,salary,season,season_end,season_start,team
Michael Dickerson,5500000,2002-03,2003,2002,Memphis Grizzlies
Michael Dickerson,6187500,2003-04,2004,2003,Memphis Grizzlies
Travis Diener,398762,2005-06,2006,2005,Orlando Magic
Travis Diener,664209,2006-07,2007,2006,Orlando Magic
Travis Diener,1500000,2007-08,2008,2007,Indiana Pacers
Travis Diener,1620000,2008-09,2009,2008,Indiana Pacers
Travis Diener,1740000,2009-10,2010,2009,Indiana Pacers
Gorgui Dieng,1352640,2013-14,2014,2013,Minnesota Timberwolves
Gorgui Dieng,1413480,2014-15,2015,2014,Minnesota Timberwolves
Gorgui Dieng,1474440,2015-16,2016,2015,Minnesota Timberwolves
Gorgui Dieng,2348783,2016-17,2017,2016,Minnesota Timberwolves
Gorgui Dieng,14112360,2017-18,2018,2017,Minnesota Timberwolves
Spencer Dinwiddie,700000,2014-15,2015,2014,Detroit Pistons
Spencer Dinwiddie,845059,2015-16,2016,2015,Detroit Pistons
Spencer Dinwiddie,726672,2016-17,2017,2016,Brooklyn Nets
Spencer Dinwiddie,1524305,2017-18,2018,2017,Brooklyn Nets
Ike Diogu,1988160,2005-06,2006,2005,Golden State Warriors
Ike Diogu,2137200,2006-07,2007,2006,Indiana Pacers
Ike Diogu,2286360,2007-08,2008,2007,Indiana Pacers
Ike Diogu,2912823,2008-09,2009,2008,Sacramento Kings
Ike Diogu,884881,2009-10,2010,2009,New Orleans Hornets
Ike Diogu,608772,2010-11,2011,2010,Los Angeles Clippers
Ike Diogu,64028,2011-12,2012,2011,San Antonio Spurs
DeSagana Diop,1842480,2001-02,2002,2001,Cleveland Cavaliers
DeSagana Diop,1980600,2002-03,2003,2002,Cleveland Cavaliers
DeSagana Diop,2118840,2003-04,2004,2003,Cleveland Cavaliers
DeSagana Diop,2695164,2004-05,2005,2004,Cleveland Cavaliers
DeSagana Diop,1850000,2005-06,2006,2005,Dallas Mavericks
DeSagana Diop,1998000,2006-07,2007,2006,Dallas Mavericks
DeSagana Diop,2146000,2007-08,2008,2007,New Jersey Nets
DeSagana Diop,5585000,2008-09,2009,2008,Charlotte Bobcats
DeSagana Diop,6031800,2009-10,2010,2009,Charlotte Bobcats
DeSagana Diop,6478600,2010-11,2011,2010,Charlotte Bobcats
DeSagana Diop,6925400,2011-12,2012,2011,Charlotte Bobcats
DeSagana Diop,7372200,2012-13,2013,2012,Charlotte Bobcats
Vlade Divac,770000,1990-91,1991,1990,Los Angeles Lakers
Vlade Divac,942000,1991-92,1992,1991,Los Angeles Lakers
Vlade Divac,3633000,1992-93,1993,1992,Los Angeles Lakers
Vlade Divac,4133000,1993-94,1994,1993,Los Angeles Lakers
Vlade Divac,3333300,1994-95,1995,1994,Los Angeles Lakers
Vlade Divac,3333000,1995-96,1996,1995,Los Angeles Lakers
Vlade Divac,4718000,1996-97,1997,1996,Charlotte Hornets
Vlade Divac,4833333,1997-98,1998,1997,Charlotte Hornets
Vlade Divac,8300000,1998-99,1999,1998,Sacramento Kings
Vlade Divac,8837774,1999-00,2000,1999,Sacramento Kings
Vlade Divac,9640000,2000-01,2001,2000,Sacramento Kings
Vlade Divac,10444642,2001-02,2002,2001,Sacramento Kings
Vlade Divac,11248076,2002-03,2003,2002,Sacramento Kings
Vlade Divac,12051510,2003-04,2004,2003,Sacramento Kings
Vlade Divac,4903000,2004-05,2005,2004,Los Angeles Lakers
Vlade Divac,2000000,2005-06,2006,2005,Los Angeles Lakers
Juan Dixon,1172400,2002-03,2003,2002,Washington Wizards
Juan Dixon,1260360,2003-04,2004,2003,Washington Wizards
Juan Dixon,1348200,2004-05,2005,2004,Washington Wizards
Juan Dixon,2500000,2005-06,2006,2005,Portland Trail Blazers
Juan Dixon,2550000,2006-07,2007,2006,Toronto Raptors
Juan Dixon,2550000,2007-08,2008,2007,Detroit Pistons
Juan Dixon,998398,2008-09,2009,2008,Washington Wizards
Michael Doleac,1050000,1998-99,1999,1998,Orlando Magic
Michael Doleac,1357320,1999-00,2000,1999,Orlando Magic
Michael Doleac,1452000,2000-01,2001,2000,Orlando Magic
Michael Doleac,2000856,2001-02,2002,2001,Cleveland Cavaliers
Michael Doleac,1400000,2002-03,2003,2002,New York Knicks
Michael Doleac,1540000,2003-04,2004,2003,New York Knicks
Michael Doleac,2400000,2004-05,2005,2004,Miami Heat
Michael Doleac,2640000,2005-06,2006,2005,Miami Heat
Michael Doleac,2880000,2006-07,2007,2006,Miami Heat
Michael Doleac,3120000,2007-08,2008,2007,Minnesota Timberwolves
James Donaldson,470000,1984-85,1985,1984,Los Angeles Clippers
James Donaldson,515000,1985-86,1986,1985,Dallas Mavericks
James Donaldson,500000,1987-88,1988,1987,Dallas Mavericks
James Donaldson,600000,1988-89,1989,1988,Dallas Mavericks
James Donaldson,880000,1990-91,1991,1990,Dallas Mavericks
James Donaldson,880000,1991-92,1992,1991,Dallas Mavericks
Keyon Dooling,1538880,2000-01,2001,2000,Los Angeles Clippers
Keyon Dooling,1654320,2001-02,2002,2001,Los Angeles Clippers
Keyon Dooling,1769760,2002-03,2003,2002,Los Angeles Clippers
Keyon Dooling,2256444,2003-04,2004,2003,Los Angeles Clippers
Keyon Dooling,745046,2004-05,2005,2004,Miami Heat
Keyon Dooling,3100000,2005-06,2006,2005,Orlando Magic
Keyon Dooling,3348000,2006-07,2007,2006,Orlando Magic
Keyon Dooling,3596000,2007-08,2008,2007,Orlando Magic
Keyon Dooling,3300000,2008-09,2009,2008,New Jersey Nets
Keyon Dooling,3564000,2009-10,2010,2009,New Jersey Nets
Keyon Dooling,2000000,2010-11,2011,2010,Milwaukee Bucks
Keyon Dooling,2246400,2011-12,2012,2011,Boston Celtics
Keyon Dooling,1352181,2012-13,2013,2012,Boston Celtics
Joey Dorsey,816500,2008-09,2009,2008,Houston Rockets
Joey Dorsey,881000,2009-10,2010,2009,Sacramento Kings
Joey Dorsey,854389,2010-11,2011,2010,Toronto Raptors
Joey Dorsey,948163,2014-15,2015,2014,Houston Rockets
Joey Dorsey,1015421,2015-16,2016,2015,Denver Nuggets
Tyler Dorsey,815615,2017-18,2018,2017,Atlanta Hawks
Damyean Dotson,1100000,2017-18,2018,2017,New York Knicks
Quincy Douby,1240920,2006-07,2007,2006,Sacramento Kings
Quincy Douby,1333920,2007-08,2008,2007,Sacramento Kings
Quincy Douby,1427040,2008-09,2009,2008,Sacramento Kings
Quincy Douby,85519,2009-10,2010,2009,Toronto Raptors
Sherman Douglas,325000,1990-91,1991,1990,Miami Heat
Sherman Douglas,1250000,1991-92,1992,1991,Miami Heat
Sherman Douglas,1869000,1992-93,1993,1992,Boston Celtics
Sherman Douglas,2300000,1993-94,1994,1993,Boston Celtics
Sherman Douglas,2731000,1994-95,1995,1994,Boston Celtics
Sherman Douglas,3163000,1995-96,1996,1995,Milwaukee Bucks
Sherman Douglas,3594000,1996-97,1997,1996,Milwaukee Bucks
Sherman Douglas,4025000,1997-98,1998,1997,Denver Nuggets
Sherman Douglas,272250,1997-98,1998,1997,New Jersey Nets
Sherman Douglas,2200000,1998-99,1999,1998,Los Angeles Clippers
Sherman Douglas,1000000,1999-00,2000,1999,New Jersey Nets
Sherman Douglas,1100000,2000-01,2001,2000,New Jersey Nets
Toney Douglas,996240,2009-10,2010,2009,New York Knicks
Toney Douglas,1071000,2010-11,2011,2010,New York Knicks
Toney Douglas,1145640,2011-12,2012,2011,New York Knicks
Toney Douglas,2067880,2012-13,2013,2012,Sacramento Kings
Toney Douglas,1600000,2013-14,2014,2013,Golden State Warriors
Toney Douglas,268974,2014-15,2015,2014,New Orleans Pelicans
Toney Douglas,1164858,2015-16,2016,2015,New Orleans Pelicans
Toney Douglas,600000,2015-16,2016,2015,Indiana Pacers
Toney Douglas,603558,2016-17,2017,2016,Memphis Grizzlies
Chris Douglas-Roberts,442411,2008-09,2009,2008,New Jersey Nets
Chris Douglas-Roberts,736000,2009-10,2010,2009,New Jersey Nets
Chris Douglas-Roberts,854389,2010-11,2011,2010,Milwaukee Bucks
Chris Douglas-Roberts,72892,2012-13,2013,2012,Dallas Mavericks
Chris Douglas-Roberts,915243,2014-15,2015,2014,Boston Celtics
Zabian Dowdell,242374,2010-11,2011,2010,Phoenix Suns
Goran Dragic,1700000,2008-09,2009,2008,Phoenix Suns
Goran Dragic,1836000,2009-10,2010,2009,Phoenix Suns
Goran Dragic,1972000,2010-11,2011,2010,Houston Rockets
Goran Dragic,2108000,2011-12,2012,2011,Houston Rockets
Goran Dragic,7500000,2012-13,2013,2012,Phoenix Suns
Goran Dragic,7500000,2013-14,2014,2013,Phoenix Suns
Goran Dragic,7500000,2014-15,2015,2014,Miami Heat
Goran Dragic,14780000,2015-16,2016,2015,Miami Heat
Goran Dragic,15890000,2016-17,2017,2016,Miami Heat
Goran Dragic,17000450,2017-18,2018,2017,Miami Heat
Zoran Dragic,1962103,2014-15,2015,2014,Miami Heat
Zoran Dragic,2050397,2015-16,2016,2015,Boston Celtics
Greg Dreiling,180000,1987-88,1988,1987,Indiana Pacers
Greg Dreiling,200000,1988-89,1989,1988,Indiana Pacers
Greg Dreiling,300000,1990-91,1991,1990,Indiana Pacers
Greg Dreiling,600000,1991-92,1992,1991,Indiana Pacers
Greg Dreiling,650000,1992-93,1993,1992,Indiana Pacers
Greg Dreiling,300000,1993-94,1994,1993,Dallas Mavericks
Greg Dreiling,150000,1994-95,1995,1994,Cleveland Cavaliers
Greg Dreiling,247500,1996-97,1997,1996,Dallas Mavericks
Bryce Drew,857000,1998-99,1999,1998,Houston Rockets
Bryce Drew,1105560,1999-00,2000,1999,Houston Rockets
Bryce Drew,1182600,2000-01,2001,2000,Chicago Bulls
Bryce Drew,1300000,2001-02,2002,2001,Charlotte Hornets
Bryce Drew,1300000,2002-03,2003,2002,New Orleans Hornets
Bryce Drew,1300000,2003-04,2004,2003,New Orleans Hornets
John Drew,250000,1984-85,1985,1984,Utah Jazz
Larry Drew,700000,1984-85,1985,1984,Kansas City Kings
Larry Drew,600000,1985-86,1986,1985,Sacramento Kings
Larry Drew,600000,1987-88,1988,1987,Los Angeles Clippers
Larry Drew,550000,1990-91,1991,1990,Los Angeles Lakers
Larry Drew,600000,1991-92,1992,1991,Los Angeles Lakers
Larry Drew II,59686,2014-15,2015,2014,Philadelphia 76ers
Larry Drew II,148318,2017-18,2018,2017,New Orleans Pelicans
Larry Drew II,74159,2017-18,2018,2017,Philadelphia 76ers
Clyde Drexler,175000,1984-85,1985,1984,Portland Trail Blazers
Clyde Drexler,420000,1985-86,1986,1985,Portland Trail Blazers
Clyde Drexler,350000,1987-88,1988,1987,Portland Trail Blazers
Clyde Drexler,1200000,1988-89,1989,1988,Portland Trail Blazers
Clyde Drexler,1100000,1989-90,1990,1989,Portland Trail Blazers
Clyde Drexler,1180000,1990-91,1991,1990,Portland Trail Blazers
Clyde Drexler,1378000,1991-92,1992,1991,Portland Trail Blazers
Clyde Drexler,1378000,1992-93,1993,1992,Portland Trail Blazers
Clyde Drexler,1578000,1993-94,1994,1993,Portland Trail Blazers
Clyde Drexler,1578000,1994-95,1995,1994,Portland Trail Blazers
Clyde Drexler,9810000,1995-96,1996,1995,Houston Rockets
Clyde Drexler,5500000,1996-97,1997,1996,Houston Rockets
Clyde Drexler,5500000,1997-98,1998,1997,Houston Rockets
Predrag Drobnjak,478558,2001-02,2002,2001,Seattle SuperSonics
Predrag Drobnjak,526413,2002-03,2003,2002,Seattle SuperSonics
Predrag Drobnjak,2500000,2003-04,2004,2003,Los Angeles Clippers
Predrag Drobnjak,2550000,2004-05,2005,2004,Atlanta Hawks
Andre Drummond,2356320,2012-13,2013,2012,Detroit Pistons
Andre Drummond,2462400,2013-14,2014,2013,Detroit Pistons
Andre Drummond,2568360,2014-15,2015,2014,Detroit Pistons
Andre Drummond,3272091,2015-16,2016,2015,Detroit Pistons
Andre Drummond,22116750,2016-17,2017,2016,Detroit Pistons
Andre Drummond,23775506,2017-18,2018,2017,Detroit Pistons
Kevin Duckworth,175000,1987-88,1988,1987,Portland Trail Blazers
Kevin Duckworth,2000000,1988-89,1989,1988,Portland Trail Blazers
Kevin Duckworth,2100000,1989-90,1990,1989,Portland Trail Blazers
Kevin Duckworth,1710000,1990-91,1991,1990,Portland Trail Blazers
Kevin Duckworth,2013000,1991-92,1992,1991,Portland Trail Blazers
Kevin Duckworth,2213000,1992-93,1993,1992,Portland Trail Blazers
Kevin Duckworth,2313000,1993-94,1994,1993,Washington Bullets
Kevin Duckworth,2612500,1994-95,1995,1994,Washington Bullets
Kevin Duckworth,2863000,1995-96,1996,1995,Milwaukee Bucks
Kevin Duckworth,247500,1996-97,1997,1996,Los Angeles Clippers
Chris Dudley,75000,1987-88,1988,1987,Cleveland Cavaliers
Chris Dudley,225000,1988-89,1989,1988,Cleveland Cavaliers
Chris Dudley,950000,1990-91,1991,1990,New Jersey Nets
Chris Dudley,1000000,1991-92,1992,1991,New Jersey Nets
Chris Dudley,1200000,1992-93,1993,1992,New Jersey Nets
Chris Dudley,790000,1993-94,1994,1993,Portland Trail Blazers
Chris Dudley,3500000,1994-95,1995,1994,Portland Trail Blazers
Chris Dudley,3800000,1995-96,1996,1995,Portland Trail Blazers
Chris Dudley,4100000,1996-97,1997,1996,Portland Trail Blazers
Chris Dudley,1135000,1997-98,1998,1997,New York Knicks
Chris Dudley,7100000,1999-00,2000,1999,New York Knicks
Chris Dudley,6200000,2000-01,2001,2000,Phoenix Suns
Chris Dudley,6200000,2001-02,2002,2001,New Jersey Nets
Chris Dudley,1000000,2001-02,2002,2001,Portland Trail Blazers
Chris Dudley,1030000,2002-03,2003,2002,Portland Trail Blazers
Jared Dudley,1137000,2007-08,2008,2007,Charlotte Bobcats
Jared Dudley,1222320,2008-09,2009,2008,Phoenix Suns
Jared Dudley,1307640,2009-10,2010,2009,Phoenix Suns
Jared Dudley,2151068,2010-11,2011,2010,Phoenix Suns
Jared Dudley,4250000,2011-12,2012,2011,Phoenix Suns
Jared Dudley,4250000,2012-13,2013,2012,Phoenix Suns
Jared Dudley,4250000,2013-14,2014,2013,Los Angeles Clippers
Jared Dudley,4250000,2014-15,2015,2014,Milwaukee Bucks
Jared Dudley,4250000,2015-16,2016,2015,Washington Wizards
Jared Dudley,10470000,2016-17,2017,2016,Phoenix Suns
Jared Dudley,10000000,2017-18,2018,2017,Phoenix Suns
Chris Duhon,385277,2004-05,2005,2004,Chicago Bulls
Chris Duhon,2800000,2005-06,2006,2005,Chicago Bulls
Chris Duhon,3024000,2006-07,2007,2006,Chicago Bulls
Chris Duhon,3248000,2007-08,2008,2007,Chicago Bulls
Chris Duhon,5585000,2008-09,2009,2008,New York Knicks
Chris Duhon,6031800,2009-10,2010,2009,New York Knicks
Chris Duhon,3500000,2010-11,2011,2010,Orlando Magic
Chris Duhon,3500000,2011-12,2012,2011,Orlando Magic
Chris Duhon,3500000,2012-13,2013,2012,Los Angeles Lakers
Chris Duhon,1500000,2013-14,2014,2013,Los Angeles Lakers
Duje Dukan,525093,2015-16,2016,2015,Sacramento Kings
Joe Dumars,170000,1985-86,1986,1985,Detroit Pistons
Joe Dumars,120000,1986-87,1987,1986,Detroit Pistons
Joe Dumars,400000,1987-88,1988,1987,Detroit Pistons
Joe Dumars,400000,1988-89,1989,1988,Detroit Pistons
Joe Dumars,1330000,1989-90,1990,1989,Detroit Pistons
Joe Dumars,1035000,1990-91,1991,1990,Detroit Pistons
Joe Dumars,1295000,1991-92,1992,1991,Detroit Pistons
Joe Dumars,1339000,1992-93,1993,1992,Detroit Pistons
Joe Dumars,1280000,1993-94,1994,1993,Detroit Pistons
Joe Dumars,1096700,1994-95,1995,1994,Detroit Pistons
Joe Dumars,6881000,1995-96,1996,1995,Detroit Pistons
Joe Dumars,3075000,1996-97,1997,1996,Detroit Pistons
Joe Dumars,3000000,1997-98,1998,1997,Detroit Pistons
Joe Dumars,1000000,1998-99,1999,1998,Detroit Pistons
Joe Dumars,510000,1999-00,2000,1999,Detroit Pistons
Richard Dumas,140000,1992-93,1993,1992,Phoenix Suns
Richard Dumas,1300000,1993-94,1994,1993,Phoenix Suns
Richard Dumas,225000,1995-96,1996,1995,Philadelphia 76ers
Tony Dumas,700000,1994-95,1995,1994,Dallas Mavericks
Tony Dumas,910000,1995-96,1996,1995,Dallas Mavericks
Tony Dumas,1120000,1996-97,1997,1996,Phoenix Suns
Tony Dumas,1330000,1997-98,1998,1997,Cleveland Cavaliers
Tim Duncan,2967840,1997-98,1998,1997,San Antonio Spurs
Tim Duncan,3413000,1998-99,1999,1998,San Antonio Spurs
Tim Duncan,3858240,1999-00,2000,1999,San Antonio Spurs
Tim Duncan,9660000,2000-01,2001,2000,San Antonio Spurs
Tim Duncan,10865250,2001-02,2002,2001,San Antonio Spurs
Tim Duncan,12072500,2002-03,2003,2002,San Antonio Spurs
Tim Duncan,12676125,2003-04,2004,2003,San Antonio Spurs
Tim Duncan,14260641,2004-05,2005,2004,San Antonio Spurs
Tim Duncan,15845156,2005-06,2006,2005,San Antonio Spurs
Tim Duncan,17429672,2006-07,2007,2006,San Antonio Spurs
Tim Duncan,19014188,2007-08,2008,2007,San Antonio Spurs
Tim Duncan,20598704,2008-09,2009,2008,San Antonio Spurs
Tim Duncan,22183220,2009-10,2010,2009,San Antonio Spurs
Tim Duncan,18700000,2010-11,2011,2010,San Antonio Spurs
Tim Duncan,21164619,2011-12,2012,2011,San Antonio Spurs
Tim Duncan,9638554,2012-13,2013,2012,San Antonio Spurs
Tim Duncan,10361446,2013-14,2014,2013,San Antonio Spurs
Tim Duncan,10000000,2014-15,2015,2014,San Antonio Spurs
Tim Duncan,5000000,2015-16,2016,2015,San Antonio Spurs
Tim Duncan,1881250,2016-17,2017,2016,San Antonio Spurs
Tim Duncan,1881250,2017-18,2018,2017,San Antonio Spurs
Mike Dunleavy,200000,1985-86,1986,1985,Milwaukee Bucks
Mike Dunleavy,3100080,2002-03,2003,2002,Golden State Warriors
Mike Dunleavy,3332520,2003-04,2004,2003,Golden State Warriors
Mike Dunleavy,3565080,2004-05,2005,2004,Golden State Warriors
Mike Dunleavy,4506261,2005-06,2006,2005,Golden State Warriors
Mike Dunleavy,7438016,2006-07,2007,2006,Indiana Pacers
Mike Dunleavy,8219008,2007-08,2008,2007,Indiana Pacers
Mike Dunleavy,9000000,2008-09,2009,2008,Indiana Pacers
Mike Dunleavy,9780992,2009-10,2010,2009,Indiana Pacers
Mike Dunleavy,10561984,2010-11,2011,2010,Indiana Pacers
Mike Dunleavy,3750000,2011-12,2012,2011,Milwaukee Bucks
Mike Dunleavy,3750000,2012-13,2013,2012,Milwaukee Bucks
Mike Dunleavy,3183000,2013-14,2014,2013,Chicago Bulls
Mike Dunleavy,3326235,2014-15,2015,2014,Chicago Bulls
Mike Dunleavy,4500000,2015-16,2016,2015,Chicago Bulls
Mike Dunleavy,4837500,2016-17,2017,2016,Atlanta Hawks
Mike Dunleavy,1662500,2017-18,2018,2017,Atlanta Hawks
Kris Dunn,3872520,2016-17,2017,2016,Minnesota Timberwolves
Kris Dunn,4046760,2017-18,2018,2017,Chicago Bulls
T.R. Dunn,225000,1985-86,1986,1985,Denver Nuggets
T.R. Dunn,350000,1987-88,1988,1987,Denver Nuggets
Ronald Dupree,620046,2004-05,2005,2004,Detroit Pistons
Ronald Dupree,719373,2005-06,2006,2005,Minnesota Timberwolves
Ronald Dupree,771331,2006-07,2007,2006,Detroit Pistons
Ronald Dupree,826046,2007-08,2008,2007,Detroit Pistons
Ronald Dupree,58393,2010-11,2011,2010,Toronto Raptors
Kevin Durant,4171200,2007-08,2008,2007,Seattle SuperSonics
Kevin Durant,4484040,2008-09,2009,2008,Oklahoma City Thunder
Kevin Durant,4796880,2009-10,2010,2009,Oklahoma City Thunder
Kevin Durant,6053663,2010-11,2011,2010,Oklahoma City Thunder
Kevin Durant,15506632,2011-12,2012,2011,Oklahoma City Thunder
Kevin Durant,16669630,2012-13,2013,2012,Oklahoma City Thunder
Kevin Durant,17832627,2013-14,2014,2013,Oklahoma City Thunder
Kevin Durant,18995624,2014-15,2015,2014,Oklahoma City Thunder
Kevin Durant,20158622,2015-16,2016,2015,Oklahoma City Thunder
Kevin Durant,26540100,2016-17,2017,2016,Golden State Warriors
Kevin Durant,25000000,2017-18,2018,2017,Golden State Warriors
Pat Durham,126000,1994-95,1995,1994,Minnesota Timberwolves
Ledell Eackles,225000,1988-89,1989,1988,Washington Bullets
Ledell Eackles,605000,1990-91,1991,1990,Washington Bullets
Ledell Eackles,780000,1991-92,1992,1991,Washington Bullets
Ledell Eackles,780000,1992-93,1993,1992,Washington Bullets
Ledell Eackles,150000,1994-95,1995,1994,Miami Heat
Acie Earl,650000,1993-94,1994,1993,Boston Celtics
Acie Earl,845000,1994-95,1995,1994,Boston Celtics
Acie Earl,1040000,1995-96,1996,1995,Toronto Raptors
Acie Earl,1235000,1996-97,1997,1996,Toronto Raptors
Acie Earl,1430000,1997-98,1998,1997,Milwaukee Bucks
Cleanthony Early,507336,2014-15,2015,2014,New York Knicks
Cleanthony Early,845059,2015-16,2016,2015,New York Knicks
Mark Eaton,133000,1984-85,1985,1984,Utah Jazz
Mark Eaton,445000,1985-86,1986,1985,Utah Jazz
Mark Eaton,625000,1987-88,1988,1987,Utah Jazz
Mark Eaton,675000,1988-89,1989,1988,Utah Jazz
Mark Eaton,1300000,1989-90,1990,1989,Utah Jazz
Mark Eaton,2000000,1990-91,1991,1990,Utah Jazz
Mark Eaton,1333000,1991-92,1992,1991,Utah Jazz
Mark Eaton,1333000,1992-93,1993,1992,Utah Jazz
Mark Eaton,1333000,1993-94,1994,1993,Utah Jazz
Devin Ebanks,473604,2010-11,2011,2010,Los Angeles Lakers
Devin Ebanks,762195,2011-12,2012,2011,Los Angeles Lakers
Devin Ebanks,1054389,2012-13,2013,2012,Los Angeles Lakers
Ndudi Ebi,838560,2003-04,2004,2003,Minnesota Timberwolves
Ndudi Ebi,901440,2004-05,2005,2004,Minnesota Timberwolves
Ndudi Ebi,964320,2005-06,2006,2005,Minnesota Timberwolves
Ndudi Ebi,90000,2006-07,2007,2006,Dallas Mavericks
Jarell Eddie,29843,2014-15,2015,2014,Atlanta Hawks
Jarell Eddie,561716,2015-16,2016,2015,Washington Wizards
Jarell Eddie,175000,2016-17,2017,2016,Washington Wizards
Jarell Eddie,102898,2016-17,2017,2016,Phoenix Suns
Jarell Eddie,100353,2017-18,2018,2017,Chicago Bulls
Jarell Eddie,83129,2017-18,2018,2017,Boston Celtics
Patrick Eddie,130000,1991-92,1992,1991,New York Knicks
Tyus Edney,210000,1995-96,1996,1995,Sacramento Kings
Tyus Edney,247500,1996-97,1997,1996,Sacramento Kings
Tyus Edney,400000,1997-98,1998,1997,Boston Celtics
Tyus Edney,523500,2000-01,2001,2000,Indiana Pacers
Blue Edwards,360000,1990-91,1991,1990,Utah Jazz
Blue Edwards,390000,1991-92,1992,1991,Utah Jazz
Blue Edwards,475000,1992-93,1993,1992,Milwaukee Bucks
Blue Edwards,1500000,1993-94,1994,1993,Milwaukee Bucks
Blue Edwards,1700000,1994-95,1995,1994,Boston Celtics
Blue Edwards,1900000,1995-96,1996,1995,Vancouver Grizzlies
Blue Edwards,2100000,1996-97,1997,1996,Vancouver Grizzlies
Blue Edwards,2300000,1997-98,1998,1997,Vancouver Grizzlies
Blue Edwards,850000,1998-99,1999,1998,Miami Heat
Blue Edwards,510000,1999-00,2000,1999,Miami Heat
Corsley Edwards,319498,2004-05,2005,2004,New Orleans Hornets
Doug Edwards,650000,1993-94,1994,1993,Atlanta Hawks
Doug Edwards,845000,1994-95,1995,1994,Atlanta Hawks
Doug Edwards,1040000,1995-96,1996,1995,Vancouver Grizzlies
Doug Edwards,247500,1996-97,1997,1996,Vancouver Grizzlies
Doug Edwards,1430000,1997-98,1998,1997,Vancouver Grizzlies
Doug Edwards,1625000,1998-99,1999,1998,Vancouver Grizzlies
Franklin Edwards,100000,1985-86,1986,1985,Los Angeles Clippers
James Edwards,406000,1984-85,1985,1984,Phoenix Suns
James Edwards,500000,1985-86,1986,1985,Phoenix Suns
James Edwards,600000,1987-88,1988,1987,Detroit Pistons
James Edwards,800000,1988-89,1989,1988,Detroit Pistons
James Edwards,935000,1990-91,1991,1990,Detroit Pistons
